Year,CBSA,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,SO2 99th Percentile 1-hr,SO2 2nd Max 24-hr,SO2 Mean 1-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,PM10 2nd Max 24-hr,PM10 Mean 24-hr,Lead Max 3-Mo Avg
2018,"Williston, ND",.,.,.,.,0.07,0.061,63,19,2,23,6.1,51,11,.
2018,"Wilmington, NC",.,.,.,.,0.07,0.062,.,.,.,11,3.5,.,.,.
2018,"Wilmington, OH",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2018,"Winchester, VA-WV",.,.,.,.,0.07,0.059,.,.,.,23,7.2,20,10,.
2018,"Winston-Salem, NC",.,.,35,7,0.08,0.067,5,2,0,22,9.3,30,13,.
2018,"Worcester, MA-CT",1.3,0.8,.,.,0.09,0.072,4,2,1,17,6.5,.,.,.
2018,"Yakima, WA",.,.,.,.,.,.,.,.,.,48,10.6,129,18,.
2018,"York-Hanover, PA",1.4,0.8,.,.,0.08,0.065,8,3,1,.,.,.,.,.
2018,"Youngstown-Warren-Boardman, OH-PA",.,.,.,.,0.08,0.071,5,2,0,16,7.5,.,.,.
2018,"Yuba City, CA",6.6,2.6,41,7,0.1,0.08,.,.,.,37,10.3,245,31,.
2018,"Yuma, AZ",.,.,.,.,0.09,0.074,.,.,.,26,8.7,227,42,.
2017,"Aberdeen, SD",.,.,.,.,.,.,.,.,.,13,6.3,42,16,.
2017,"Adrian, MI",.,.,.,.,0.07,0.066,.,.,.,18,7.3,.,.,.
2017,"Akron, OH",1.5,0.9,.,.,0.08,0.066,4,1,0,22,8.8,.,.,.
2017,"Albany, GA",.,.,.,.,.,.,.,.,.,25,10.4,.,.,.
2017,"Albany-Schenectady-Troy, NY",1.1,0.8,.,.,0.07,0.061,4,1,0,15,6.5,.,.,.
2017,"Albuquerque, NM",2.2,1,45,10,0.08,0.071,4,1,0,19,7.5,126,35,0
2017,"Allentown-Bethlehem-Easton, PA-NJ",.,.,44,10,0.08,0.07,105,59,1,27,12.6,29,12,0.09
2017,"Altoona, PA",.,.,.,.,0.07,0.063,7,2,0,21,8.4,.,.,.
2017,"Amarillo, TX",.,.,.,.,0.08,0.068,114,24,2,.,.,.,.,.
2017,"Americus, GA",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2017,"Anchorage, AK",4.6,3.5,.,.,0.05,0.043,.,.,.,30,5.7,119,19,.
2017,"Ann Arbor, MI",.,.,.,.,0.09,0.069,.,.,.,19,8.3,.,.,.
2017,"Appleton, WI",.,.,.,.,0.07,0.064,90,21,1,16,5.7,.,.,.
2017,"Ardmore, OK",.,.,.,.,0.09,0.077,.,.,.,.,.,.,.,.
2017,"Arkadelphia, AR",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2017,"Asheville, NC",.,.,.,.,0.07,0.063,207,69,5,15,7,.,.,.
2017,"Ashtabula, OH",.,.,.,.,0.09,0.069,5,3,1,.,.,.,.,.
2017,"Athens, OH",.,.,.,.,.,.,.,.,.,12,6.3,.,.,.
2017,"Athens-Clarke County, GA",.,.,.,.,0.07,0.063,.,.,.,16,7.8,.,.,.
2017,"Atlanta-Sandy Springs-Roswell, GA",2.3,1.8,46,18,0.09,0.074,7,3,1,22,10.4,41,17,.
2017,"Atlantic City-Hammonton, NJ",.,.,.,.,0.07,0.063,3,1,0,18,6.9,.,.,.
2017,"Augusta-Richmond County, GA-SC",.,.,.,.,0.07,0.061,35,8,1,21,9.1,104,23,.
2017,"Augusta-Waterville, ME",.,.,30,3,0.08,0.067,7,4,1,15,5.9,30,12,.
2017,"Austin-Round Rock, TX",2.2,1.3,47,13,0.08,0.07,4,1,0,.,.,39,22,.
2017,"Bakersfield, CA",1.7,1.1,58,13,0.11,0.089,.,.,.,72,18.2,109,48,.
2017,"Baltimore-Columbia-Towson, MD",1.4,1.1,49,16,0.1,0.077,.,.,.,23,8.3,28,14,.
2017,"Bangor, ME",.,.,.,.,0.07,0.06,.,.,.,13,5.7,66,16,.
2017,"Baraboo, WI",.,.,.,.,0.07,0.061,.,.,.,17,7,33,12,.
2017,"Barnstable Town, MA",.,.,.,.,0.1,0.072,.,.,.,.,.,.,.,.
2017,"Bartlesville, OK",.,.,.,.,0.08,0.064,.,.,.,19,8.3,.,.,.
2017,"Baton Rouge, LA",3.2,1,46,10,0.09,0.073,29,9,3,22,10.3,71,22,0
2017,"Bay City, MI",.,.,.,.,.,.,.,.,.,22,6.8,.,.,.
2017,"Beaumont-Port Arthur, TX",1,0.5,31,6,0.08,0.067,86,26,2,.,.,.,.,.
2017,"Beaver Dam, WI",0.4,0.3,.,.,0.07,0.063,2,1,0,23,6.9,42,10,.
2017,"Bellingham, WA",.,.,.,.,0.07,0.05,114,19,3,28,5.2,.,.,.
2017,"Bemidji, MN",.,.,.,.,.,.,.,.,.,16,5.7,.,.,.
2017,"Bennington, VT",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2017,"Berlin, NH-VT",.,.,.,.,0.09,0.068,.,.,.,.,.,.,.,.
2017,"Big Spring, TX",.,.,.,.,.,.,88,37,5,.,.,.,.,.
2017,"Billings, MT",.,.,.,.,.,.,32,7,2,.,.,.,.,.
2017,"Birmingham-Hoover, AL",1.5,2.1,38,11,0.08,0.064,84,32,4,21,10.3,52,22,.
2017,"Bishop, CA",0.2,0.2,.,.,0.07,0.07,.,.,.,40,8.1,1015,30,.
2017,"Bismarck, ND",0.7,0.6,34,5,0.07,0.062,14,3,1,19,6.6,96,22,.
2017,"Blacksburg-Christiansburg-Radford, VA",.,.,.,.,0.07,0.062,462,113,.,.,.,.,.,.
2017,"Bloomington, IL",.,.,.,.,0.07,0.064,.,.,.,19,8.8,.,.,.
2017,"Bloomington, IN",.,.,.,.,0.08,0.067,.,.,.,16,7.7,.,.,.
2017,"Boise City, ID",15.9,4.1,.,.,0.09,0.076,3,1,0,45,10.3,138,23,.
2017,"Borger, TX",.,.,.,.,.,.,246,85,8,.,.,.,.,.
2017,"Boston-Cambridge-Newton, MA-NH",1.6,0.9,46,14,0.1,0.075,11,4,1,17,8.8,31,11,.
2017,"Boulder, CO",.,.,.,.,0.09,0.073,.,.,.,19,6.7,47,23,.
2017,"Bowling Green, KY",0.3,0.3,.,.,0.07,0.064,3,1,0,17,8,.,.,.
2017,"Bozeman, MT",1.6,0.5,.,.,.,.,.,.,.,23,3.5,.,.,.
2017,"Brainerd, MN",.,.,.,.,0.07,0.059,.,.,.,16,5.4,.,.,.
2017,"Branson, MO",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2017,"Bremerton-Silverdale, WA",.,.,.,.,.,.,.,.,.,24,4.9,.,.,.
2017,"Bridgeport-Stamford-Norwalk, CT",1.7,1.2,.,.,0.11,0.081,3,1,0,20,7.5,30,12,.
2017,"Brookings, SD",.,.,.,.,0.09,0.063,.,.,.,13,4.7,81,19,.
2017,"Brownsville-Harlingen, TX",2.2,1,.,.,0.07,0.059,.,.,.,24,9.4,.,.,0
2017,"Brunswick, GA",.,.,.,.,0.07,0.056,.,.,.,17,7.5,.,.,.
2017,"Buffalo-Cheektowaga-Niagara Falls, NY",1.3,1,46,10,0.09,0.066,8,2,0,17,7.4,33,15,.
2017,"Burlington-South Burlington, VT",1,0.6,31,6,0.06,0.06,1,0,0,13,5.2,20,6,.
2017,"Butte-Silver Bow, MT",.,.,.,.,.,.,.,.,.,48,13.5,111,19,.
2017,"Cadillac, MI",.,.,7,1,0.07,0.063,.,.,.,15,4.8,.,.,.
2017,"Cambridge, MD",0.3,0.3,.,.,0.07,0.064,2,1,0,17,7.7,.,.,.
2017,"Canton-Massillon, OH",1.5,1.2,.,.,0.08,0.069,.,.,.,21,9.7,.,.,.
2017,"Cape Coral-Fort Myers, FL",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2017,"Carlsbad-Artesia, NM",.,.,24,3,0.09,0.076,.,.,.,.,.,.,.,.
2017,"Carson City, NV",.,.,.,.,0.08,0.066,.,.,.,18,6.1,.,.,.
2017,"Casper, WY",.,.,44,5,0.07,0.064,18,9,1,23,5.2,73,15,.
2017,"Cedar Rapids, IA",1.1,0.9,.,.,0.07,0.062,53,21,1,20,7.8,57,20,.
2017,"Chambersburg-Waynesboro, PA",.,.,.,.,0.06,0.059,.,.,.,.,.,.,.,.
2017,"Champaign-Urbana, IL",.,0.3,.,.,0.07,0.067,4,1,0,17,7.4,.,.,.
2017,"Charleston, WV",1.3,0.8,.,.,0.08,0.067,.,.,.,17,8.4,.,.,.
2017,"Charleston-North Charleston, SC",.,.,.,.,0.08,0.064,5,2,0,.,.,.,.,.
2017,"Charlotte-Concord-Gastonia, NC-SC",1.5,1.3,40,11,0.08,0.068,5,1,0,18,8.7,.,.,.
2017,"Charlottesville, VA",.,.,.,.,0.06,0.059,.,.,.,13,6.5,.,.,.
2017,"Chattanooga, TN-GA",.,.,.,.,0.08,0.065,.,.,.,20,8.6,.,.,.
2017,"Cheyenne, WY",0.8,0.7,33,4,0.07,0.065,5,1,0,68,5.5,57,12,.
2017,"Chicago-Naperville-Elgin, IL-IN-WI",3.5,1.4,55,16,0.1,0.079,36,11,2,24,10.3,82,22,0.02
2017,"Chico, CA",1.7,1.4,30,6,0.09,0.077,.,.,.,33,9,85,22,.
2017,"Cincinnati, OH-KY-IN",1.6,1.2,51,20,0.09,0.072,31,7,1,22,10.9,59,31,.
2017,"Claremont-Lebanon, NH-VT",.,.,.,.,0.07,0.062,.,.,.,14,5.8,.,.,.
2017,"Clarksburg, WV",.,.,.,.,.,.,.,.,.,15,7.5,.,.,.
2017,"Clarksville, TN-KY",.,.,.,.,0.07,0.062,.,.,.,17,8.2,.,.,.
2017,"Clearlake, CA",.,.,.,.,.,.,.,.,.,.,.,69,14,.
2017,"Cleveland, MS",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2017,"Cleveland-Elyria, OH",5.4,3.3,46,11,0.09,0.073,41,14,1,27,11.2,67,30,0.03
2017,"Clinton, IA",.,.,.,.,0.07,0.063,16,7,1,19,7.8,.,.,.
2017,"College Station-Bryan, TX",.,.,.,.,.,.,13,3,0,.,.,.,.,.
2017,"Colorado Springs, CO",2.3,1.3,.,.,0.08,0.07,22,7,1,17,6,49,18,.
2017,"Columbia, MO",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2017,"Columbia, SC",1.1,0.8,37,4,0.08,0.06,3,1,0,.,.,.,.,.
2017,"Columbus, GA-AL",.,.,.,.,0.07,0.059,.,.,.,34,9.7,.,.,0.36
2017,"Columbus, IN",.,.,.,.,0.07,0.064,.,.,.,16,7.6,.,.,.
2017,"Columbus, OH",1.9,1.6,40,11,0.08,0.07,3,1,0,22,8.8,52,22,0.01
2017,"Concord, NH",.,.,.,.,0.07,0.065,12,6,1,.,.,.,.,.
2017,"Corning, NY",0.4,0.3,.,.,0.09,0.058,2,1,0,10,4.9,.,.,.
2017,"Corpus Christi, TX",.,.,.,.,0.07,0.061,4,2,0,22,8.5,.,.,.
2017,"Corsicana, TX",.,.,24,2,0.08,0.065,104,24,2,.,.,.,.,.
2017,"Craig, CO",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2017,"Crestview-Fort Walton Beach-Destin, FL",.,.,.,.,0.07,0.062,.,.,.,.,.,60,16,.
2017,"Cullowhee, NC",.,.,.,.,0.07,0.064,.,.,.,12,6.9,.,.,.
2017,"Cumberland, MD-WV",.,.,.,.,.,.,152,28,3,.,.,.,.,.
2017,"Dallas-Fort Worth-Arlington, TX",1.7,1,45,12,0.1,0.077,7,2,0,20,9,32,16,0.01
2017,"Dalton, GA",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2017,"Daphne-Fairhope-Foley, AL",.,.,.,.,0.08,0.064,.,.,.,19,7.4,.,.,.
2017,"Davenport-Moline-Rock Island, IA-IL",1.1,0.7,34,6,0.07,0.066,4,1,0,20,8.1,147,41,.
2017,"Dayton, OH",1.9,1,.,.,0.08,0.07,7,2,0,19,8.6,34,16,.
2017,"Decatur, AL",.,.,.,.,0.07,0.06,.,.,.,16,7.7,.,.,.
2017,"Decatur, IL",.,.,.,.,0.08,0.068,77,30,3,.,.,.,.,0.04
2017,"Deltona-Daytona Beach-Ormond Beach, FL",.,.,.,.,0.07,0.062,.,.,.,15,7.1,.,.,.
2017,"Deming, NM",.,.,.,.,.,.,.,.,.,.,.,224,25,.
2017,"Denver-Aurora-Lakewood, CO",3.8,1.7,70,27,0.1,0.076,16,3,1,24,9.7,116,35,.
2017,"Des Moines-West Des Moines, IA",1.5,1,38,6,0.07,0.06,1,1,0,18,7.5,47,19,.
2017,"Detroit-Warren-Dearborn, MI",8.2,1.8,47,16,0.09,0.076,70,29,3,30,11.2,133,26,0.08
2017,"Dickinson, ND",.,.,.,.,0.07,0.061,5,3,1,17,4,.,.,.
2017,"Dodge City, KS",.,.,.,.,.,.,.,.,.,.,.,155,20,.
2017,"Dothan, AL",.,.,.,.,0.06,0.055,.,.,.,18,8.6,.,.,.
2017,"Dover, DE",.,.,.,.,0.08,0.066,.,.,.,15,6.4,.,.,.
2017,"DuBois, PA",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2017,"Duluth, MN-WI",.,.,.,.,0.07,0.06,.,.,.,18,5.3,62,24,0
2017,"Durango, CO",1.1,1,27,6,0.08,0.069,.,.,.,.,.,36,16,.
2017,"Durant, OK",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2017,"Durham-Chapel Hill, NC",.,.,.,.,0.08,0.061,31,6,1,18,9.1,29,13,.
2017,"East Stroudsburg, PA",.,.,.,.,0.07,0.065,.,.,.,18,7.3,.,.,.
2017,"Eau Claire, WI",.,.,.,.,0.07,0.062,.,.,.,17,6.9,.,.,.
2017,"Effingham, IL",.,.,.,.,0.08,0.07,.,.,.,.,.,.,.,.
2017,"El Centro, CA",8.1,4.5,59,12,0.12,0.082,7,3,1,49,12.3,424,56,.
2017,"El Dorado, AR",.,.,.,.,.,.,.,.,.,19,8.9,.,.,.
2017,"Elizabethtown-Fort Knox, KY",.,.,.,.,0.07,0.06,.,.,.,15,8.1,.,.,.
2017,"Elkhart-Goshen, IN",.,.,.,.,0.08,0.064,.,.,.,23,8.5,.,.,.
2017,"Elko, NV",.,.,.,.,.,.,.,.,.,.,.,99,21,.
2017,"Ellensburg, WA",.,.,.,.,.,.,.,.,.,48,11,.,.,.
2017,"El Paso, TX",3.8,2.6,58,10,0.1,0.075,5,2,1,28,9.3,104,32,0.02
2017,"Enid, OK",.,.,.,.,.,.,54,11,1,.,.,.,.,.
2017,"Erie, PA",0.7,0.4,31,3,0.07,0.063,.,.,.,18,7.9,23,9,.
2017,"Espa¤ola, NM",.,.,.,.,0.08,0.07,.,.,.,.,.,.,.,.
2017,"Eugene, OR",.,.,.,.,0.11,0.073,.,.,.,153,13.6,226,20,.
2017,"Eureka-Arcata-Fortuna, CA",2.3,1.8,20,3,0.08,0.053,1,1,0,28,8.3,.,.,.
2017,"Evanston, WY",.,.,16,2,0.07,0.06,.,.,.,.,.,44,9,.
2017,"Evansville, IN-KY",1.5,1.2,29,8,0.08,0.068,94,26,2,19,8.9,26,14,.
2017,"Fairbanks, AK",2.9,2,55,13,0.05,0.048,35,23,6,43,9.6,49,15,.
2017,"Fallon, NV",.,.,.,.,0.08,0.069,.,.,.,.,.,.,.,.
2017,"Fargo, ND-MN",.,.,34,4,0.07,0.061,4,1,0,15,7.7,71,16,.
2017,"Farmington, MO",.,.,.,.,.,.,.,.,.,.,.,.,.,0.03
2017,"Farmington, NM",.,.,33,10,0.08,0.071,7,2,0,.,.,.,.,.
2017,"Fayetteville, NC",.,.,.,.,0.07,0.063,.,.,.,18,8.9,27,11,.
2017,"Fayetteville-Springdale-Rogers, AR-MO",.,.,.,.,0.07,0.061,.,.,.,15,7.8,44,18,.
2017,"Fernley, NV",.,.,.,.,0.09,0.069,.,.,.,.,.,.,.,.
2017,"Flagstaff, AZ",.,.,.,.,0.07,0.066,.,.,.,.,.,.,.,.
2017,"Flint, MI",.,.,.,.,0.07,0.064,.,.,.,17,7.1,.,.,.
2017,"Florence, SC",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,0.08
2017,"Florence-Muscle Shoals, AL",.,.,.,.,0.06,0.056,.,.,.,16,7.4,.,.,.
2017,"Fond du Lac, WI",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2017,"Fort Collins, CO",2,1.2,.,.,0.09,0.075,.,.,.,18,7.4,50,21,.
2017,"Fort Madison-Keokuk, IA-IL-MO",.,.,.,.,.,.,.,.,.,15,8.1,.,.,.
2017,"Fort Payne, AL",.,.,.,.,0.06,0.058,.,.,.,17,8,.,.,.
2017,"Fort Smith, AR-OK",.,.,28,5,0.07,0.058,.,.,.,16,8.2,.,.,.
2017,"Fort Wayne, IN",.,.,.,.,0.07,0.064,.,.,.,20,8.3,.,.,.
2017,"Fremont, NE",.,.,.,.,.,.,.,.,.,.,.,.,.,0.04
2017,"Fresno, CA",2.3,1.7,59,21,0.12,0.095,5,2,1,73,15,164,43,.
2017,"Gadsden, AL",.,.,.,.,0.07,0.061,.,.,.,18,8.9,.,.,.
2017,"Gainesville, FL",.,.,.,.,0.08,0.063,.,.,.,18,7.1,.,.,.
2017,"Gainesville, GA",.,.,.,.,.,.,.,.,.,15,7.5,.,.,.
2017,"Gettysburg, PA",0.7,0.6,.,1,0.07,0.062,4,2,0,18,7.6,.,.,.
2017,"Gillette, WY",.,.,31,5,0.08,0.068,.,.,.,26,5.6,161,30,.
2017,"Glenwood Springs, CO",.,.,21,4,0.08,0.063,.,.,.,11,4.1,40,18,.
2017,"Grand Island, NE",.,.,.,.,.,.,.,.,.,15,6,.,.,.
2017,"Grand Junction, CO",1.2,0.9,.,.,0.07,0.064,.,.,.,16,5.7,44,17,.
2017,"Grand Rapids-Wyoming, MI",1.4,1,.,.,0.07,0.066,21,8,1,26,9.1,29,15,0
2017,"Grants Pass, OR",.,.,.,.,.,.,.,.,.,100,12.8,.,.,.
2017,"Greeley, CO",1.2,0.8,.,.,0.09,0.072,.,.,.,22,8.6,56,22,.
2017,"Green Bay, WI",.,.,.,.,0.08,0.067,11,2,0,21,7.1,.,.,.
2017,"Greenfield Town, MA",.,.,.,.,0.07,0.064,.,.,.,14,5.9,.,.,.
2017,"Greensboro-High Point, NC",.,.,.,.,0.08,0.065,.,.,.,16,7.7,28,11,.
2017,"Greenville, NC",.,.,.,.,0.07,0.061,.,.,.,13,6.8,.,.,.
2017,"Greenville-Anderson-Mauldin, SC",.,.,40,8,0.07,0.062,.,.,.,20,8.4,27,13,.
2017,"Gulfport-Biloxi-Pascagoula, MS",.,.,30,4,0.08,0.064,.,.,.,20,8,.,.,.
2017,"Hagerstown-Martinsburg, MD-WV",.,.,.,.,0.08,0.065,.,.,.,21,8.5,.,.,.
2017,"Hammond, LA",.,.,.,.,.,.,.,.,.,19,8,.,.,.
2017,"Hanford-Corcoran, CA",.,.,43,8,0.1,0.085,.,.,.,79,17.2,177,56,.
2017,"Harrisburg-Carlisle, PA",.,.,.,.,0.07,0.06,.,.,.,26,8.6,29,14,.
2017,"Harrison, AR",.,.,.,.,0.06,0.056,.,.,.,.,.,.,.,.
2017,"Harrisonburg, VA",.,.,35,8,0.07,0.059,2,1,0,15,6.9,.,.,.
2017,"Hartford-West Hartford-East Hartford, CT",1.7,1.1,56,16,0.1,0.079,.,.,.,17,7.9,50,16,.
2017,"Hattiesburg, MS",.,.,.,.,.,.,.,.,.,16,8.3,.,.,.
2017,"Helena, MT",0.9,0.7,.,.,0.08,0.062,4,1,0,59,12.7,.,.,.
2017,"Hermiston-Pendleton, OR",.,.,.,.,0.09,0.073,.,.,.,.,.,.,.,.
2017,"Hickory-Lenoir-Morganton, NC",.,.,.,.,0.07,0.063,.,.,.,21,8.5,.,.,.
2017,"Hilo, HI",.,.,.,.,.,.,1609,351,35,27,10.9,.,.,.
2017,"Hobbs, NM",.,.,32,4,0.08,0.069,.,.,.,.,.,.,.,.
2017,"Holland, MI",.,.,.,.,0.08,0.071,.,.,.,25,7.5,.,.,.
2017,"Homosassa Springs, FL",.,.,.,.,.,.,37,6,1,.,.,.,.,.
2017,"Hot Springs, AR",.,.,.,.,.,.,.,.,.,21,8.8,.,.,.
2017,"Houma-Thibodaux, LA",.,.,.,.,0.07,0.061,.,.,.,19,7.5,.,.,.
2017,"Houston-The Woodlands-Sugar Land, TX",2.1,1.9,52,14,0.11,0.079,19,8,0,24,10.4,80,27,.
2017,"Huntington, IN",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2017,"Huntington-Ashland, WV-KY-OH",.,.,30,4,0.07,0.062,7,2,1,17,7.8,34,18,0.01
2017,"Huntsville, AL",.,.,.,.,0.07,0.063,.,.,.,16,7.4,27,14,.
2017,"Idaho Falls, ID",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2017,"Indiana, PA",.,.,.,.,0.07,0.068,24,5,1,.,.,.,.,.
2017,"Indianapolis-Carmel-Anderson, IN",3.8,2.9,39,13,0.08,0.069,47,20,1,24,10.5,54,24,0.02
2017,"Ionia, MI",.,.,.,.,.,.,.,.,.,.,.,.,.,0.02
2017,"Iowa City, IA",.,.,.,.,.,.,.,.,.,18,7.3,.,.,.
2017,"Ithaca, NY",.,.,.,.,0.06,0.057,25,4,0,.,.,.,.,.
2017,"Jackson, MS",1.4,1.2,.,7,0.07,0.059,.,.,.,.,.,.,.,.
2017,"Jackson, TN",.,.,.,.,.,.,.,.,.,13,6.9,.,.,.
2017,"Jackson, WY-ID",0.7,0.6,.,.,0.07,0.063,.,.,.,21,5.2,42,12,.
2017,"Jacksonville, FL",2.6,1.4,35,11,0.08,0.062,32,13,1,.,.,.,.,.
2017,"Jamestown, ND",.,.,.,.,.,.,34,5,1,.,.,89,15,.
2017,"Jamestown-Dunkirk-Fredonia, NY",.,.,.,.,0.08,0.066,3,1,0,14,6.2,.,.,.
2017,"Janesville-Beloit, WI",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2017,"Jasper, IN",.,.,.,.,.,.,24,4,1,18,8.3,25,14,.
2017,"Jefferson City, MO",.,.,.,.,0.06,0.059,.,.,.,.,.,.,.,.
2017,"Johnstown, PA",1,0.6,32,6,0.07,0.062,19,3,0,24,11.8,29,11,.
2017,"Joplin, MO",.,.,.,.,0.07,0.06,.,.,.,.,.,69,23,.
2017,"Juneau, AK",.,.,.,.,.,.,.,.,.,22,5.6,30,7,.
2017,"Kahului-Wailuku-Lahaina, HI",.,.,.,.,.,.,.,.,.,11,4.1,.,.,.
2017,"Kalamazoo-Portage, MI",.,.,.,.,0.08,0.068,.,.,.,23,8.4,.,.,.
2017,"Kalispell, MT",.,.,.,.,0.06,0.053,.,.,.,45,10.6,225,28,.
2017,"Kansas City, MO-KS",1.9,1.4,47,12,0.09,0.07,18,7,1,22,9.9,117,29,.
2017,"Kapaa, HI",.,.,.,.,.,.,2,2,0,9,2.6,.,.,.
2017,"Keene, NH",.,.,.,.,0.07,0.064,.,.,.,17,5,.,.,.
2017,"Kennewick-Richland, WA",.,.,.,.,0.09,.,.,.,.,.,.,207,19,.
2017,"Killeen-Temple, TX",.,.,.,.,0.08,0.072,.,.,.,.,.,.,.,.
2017,"Kingsport-Bristol-Bristol, TN-VA",.,.,.,.,0.08,0.065,92,32,3,16,7.2,.,.,0
2017,"Kinston, NC",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2017,"Klamath Falls, OR",.,.,.,.,.,.,.,.,.,55,11.7,.,.,.
2017,"Knoxville, TN",0.3,0.2,5,1,0.08,0.067,6,2,0,21,8.9,40,16,0.02
2017,"Kokomo, IN",.,.,.,.,.,.,.,.,.,19,8.4,.,.,.
2017,"Laconia, NH",.,.,.,.,0.07,0.063,.,.,.,11,4.7,.,.,.
2017,"La Crosse-Onalaska, WI-MN",.,.,.,.,0.07,0.062,.,.,.,18,6.7,.,.,.
2017,"Lafayette, LA",.,.,.,.,0.08,0.066,.,.,.,21,8,69,17,.
2017,"Lafayette-West Lafayette, IN",.,.,.,.,0.07,0.061,.,.,.,19,8.8,.,.,.
2017,"Lake Charles, LA",.,.,35,6,0.08,0.064,23,6,1,21,7.8,.,.,.
2017,"Lake City, FL",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2017,"Lake Havasu City-Kingman, AZ",.,.,.,.,.,.,.,.,.,.,.,91,19,.
2017,"Lakeland-Winter Haven, FL",.,.,.,.,0.08,0.072,.,.,.,15,7.5,.,.,.
2017,"Lancaster, PA",.,.,.,.,0.08,0.068,.,.,.,25,10.7,28,13,0.07
2017,"Lansing-East Lansing, MI",.,.,36,6,0.07,0.066,8,2,1,17,7.2,.,.,.
2017,"Laramie, WY",.,.,.,.,0.08,0.066,.,.,.,14,5.4,111,21,.
2017,"Laredo, TX",2,1.2,.,.,.,.,.,.,.,.,.,.,.,.
2017,"Las Cruces, NM",.,.,43,6,0.09,0.077,.,.,.,37,8.4,475,42,.
2017,"Las Vegas-Henderson-Paradise, NV",3.2,2.8,61,27,0.09,0.076,6,4,1,28,9.1,119,29,.
2017,"Lawrenceburg, TN",.,.,.,.,.,.,.,.,.,15,6.6,.,.,.
2017,"Lawton, OK",.,.,.,.,0.08,0.067,.,.,.,14,7,.,.,.
2017,"Lebanon, PA",.,.,.,.,0.07,0.064,.,.,.,30,11.5,.,.,.
2017,"Lewiston-Auburn, ME",.,.,.,.,0.08,0.062,.,.,.,18,8.2,34,14,.
2017,"Lexington-Fayette, KY",.,.,.,5,0.07,0.064,4,2,0,18,7.8,40,15,.
2017,"Lima, OH",.,.,.,.,0.08,0.069,2,1,0,16,7.6,.,.,.
2017,"Lincoln, NE",.,.,.,.,0.08,0.062,44,24,1,30,7.1,.,.,.
2017,"Little Rock-North Little Rock-Conway, AR",1.7,1.5,39,8,0.07,0.062,8,2,1,23,9.9,36,19,.
2017,"Logan, UT-ID",.,.,.,5,0.07,0.063,.,.,.,86,10.7,80,18,.
2017,"Longview, TX",.,.,18,3,0.07,0.062,27,6,1,.,.,.,.,.
2017,"Los Angeles-Long Beach-Anaheim, CA",5.6,3.5,83,25,0.15,0.111,14,3,1,53,14.9,111,33,0.01
2017,"Louisville/Jefferson County, KY-IN",1.7,1.3,47,15,0.08,0.074,14,4,1,21,9.8,30,15,.
2017,"Ludington, MI",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2017,"Lynchburg, VA",.,.,.,.,.,.,.,.,.,15,6.5,.,.,.
2017,"Macon, GA",.,.,.,.,0.08,0.063,2,1,1,18,9.6,.,.,.
2017,"Madera, CA",2.3,1,31,6,0.1,0.085,.,.,.,46,12.5,128,34,.
2017,"Madison, WI",.,.,.,.,0.07,0.065,3,2,1,22,7.8,28,14,.
2017,"Malone, NY",.,.,21,2,0.07,0.061,1,1,0,.,.,.,.,.
2017,"Manchester-Nashua, NH",0.3,0.3,.,.,0.08,0.066,3,2,1,10,3.2,.,.,.
2017,"Manitowoc, WI",.,.,.,.,0.09,0.071,.,.,.,.,.,.,.,.
2017,"Marietta, OH",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,0
2017,"Marion, OH",.,.,.,.,.,.,.,.,.,.,.,.,.,0.02
2017,"Marshall, MN",.,.,.,.,0.07,0.062,.,.,.,14,5,.,.,.
2017,"Marshall, TX",.,.,20,2,0.08,0.063,33,7,1,18,8.5,23,14,.
2017,"Mason City, IA",.,.,.,.,.,.,.,.,.,.,.,58,18,.
