Year,CBSA,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,SO2 99th Percentile 1-hr,SO2 2nd Max 24-hr,SO2 Mean 1-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,PM10 2nd Max 24-hr,PM10 Mean 24-hr,Lead Max 3-Mo Avg
2015,"Bishop, CA",.,.,.,.,0.08,0.07,.,.,.,24,7,627,26,.
2015,"Bismarck, ND",.,.,31,5,0.07,0.064,14,4,1,27,6.4,79,14,.
2015,"Blacksburg-Christiansburg-Radford, VA",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2015,"Bloomington, IL",.,.,.,.,0.07,0.063,.,.,.,18,7.6,.,.,.
2015,"Bloomington, IN",.,.,.,.,0.08,0.067,.,.,.,19,8.7,.,.,.
2015,"Boise City, ID",5.7,2.5,.,.,0.08,0.066,3,2,1,36,9.5,91,24,.
2015,"Boone, NC",.,.,.,.,.,.,.,.,.,12,5.9,.,.,.
2015,"Boston-Cambridge-Newton, MA-NH",1.6,0.9,56,17,0.09,0.067,23,7,1,19,8.8,37,14,.
2015,"Boulder, CO",.,.,.,.,0.09,0.074,.,.,.,23,6.5,47,21,.
2015,"Bowling Green, KY",0.3,0.2,.,.,0.07,0.063,7,3,0,19,8.4,.,.,.
2015,"Bozeman, MT",2.3,0.7,.,.,.,.,.,.,.,.,.,.,.,.
2015,"Brainerd, MN",.,.,.,.,0.07,0.06,.,.,.,16,6.2,.,.,.
2015,"Branson, MO",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2015,"Bremerton-Silverdale, WA",.,.,.,.,.,.,.,.,.,14,4.9,.,.,.
2015,"Bridgeport-Stamford-Norwalk, CT",2.3,1.8,.,.,0.11,0.087,7,3,0,26,8.7,46,19,.
2015,"Brookings, SD",.,.,.,.,0.07,0.063,.,.,.,19,5.9,82,18,.
2015,"Brownsville-Harlingen, TX",1.9,1,.,.,0.07,0.06,.,.,.,.,.,.,.,0
2015,"Brunswick, GA",.,.,.,.,0.07,0.055,.,.,.,16,7.3,.,.,.
2015,"Buffalo-Cheektowaga-Niagara Falls, NY",1.9,1.5,53,12,0.08,0.071,17,7,1,23,9.3,.,.,.
2015,"Burlington-South Burlington, VT",0.8,0.5,32,7,0.07,0.066,3,1,0,15,6.2,.,.,.
2015,"Butte-Silver Bow, MT",.,.,.,.,.,.,.,.,.,44,10.6,115,19,.
2015,"Cadillac, MI",.,.,7,1,0.08,0.064,.,.,.,18,5.6,.,.,.
2015,"Cambridge, MD",0.3,0.3,.,.,0.08,0.065,7,3,1,20,7.9,.,.,.
2015,"Ca¤on City, CO",.,.,.,.,.,.,.,.,.,.,.,33,14,.
2015,"Canton-Massillon, OH",1.8,1.4,.,.,0.08,0.072,.,.,.,26,12.4,.,.,.
2015,"Cape Coral-Fort Myers, FL",.,.,.,.,0.07,0.058,.,.,.,17,5.9,43,14,.
2015,"Carlsbad-Artesia, NM",.,.,20,2,0.08,0.067,.,.,.,.,.,.,.,.
2015,"Carson City, NV",.,.,.,.,0.08,0.068,.,.,.,16,5.2,.,.,.
2015,"Casper, WY",.,.,42,5,0.07,0.06,21,9,1,31,5.1,49,16,.
2015,"Cedar Rapids, IA",1.4,0.9,.,.,0.07,0.063,50,17,1,23,8.9,52,20,.
2015,"Chambersburg-Waynesboro, PA",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,0.01
2015,"Champaign-Urbana, IL",.,0.3,.,.,0.07,0.065,12,3,1,19,8.7,.,.,.
2015,"Charleston, WV",.,.,.,.,0.08,0.067,34,10,1,20,9,34,11,.
2015,"Charleston-North Charleston, SC",.,.,31,6,0.07,0.054,.,.,.,.,.,.,.,.
2015,"Charlotte-Concord-Gastonia, NC-SC",1.5,1.2,37,12,0.09,0.073,6,1,0,16,8.9,50,18,.
2015,"Charlottesville, VA",.,.,.,.,0.07,0.059,.,.,.,17,7.2,.,.,.
2015,"Chattanooga, TN-GA",.,.,.,.,0.09,0.068,.,.,.,18,9.2,.,.,.
2015,"Cheyenne, WY",0.4,0.5,38,4,0.07,0.063,19,3,0,27,4.7,48,12,.
2015,"Chicago-Naperville-Elgin, IL-IN-WI",4.5,2.1,62,18,0.09,0.075,39,11,2,106,13.1,126,23,0.42
2015,"Chico, CA",1.5,1.2,33,7,0.08,0.075,.,.,.,30,9.1,67,21,.
2015,"Cincinnati, OH-KY-IN",2,1.3,57,22,0.09,0.072,54,12,2,23,12.5,82,38,0.01
2015,"Claremont-Lebanon, NH-VT",.,.,.,.,0.07,0.054,.,.,.,18,6.6,.,.,.
2015,"Clarksburg, WV",.,.,.,.,.,.,.,.,.,20,8.9,.,.,.
2015,"Clarksville, TN-KY",.,.,.,.,0.07,0.062,27,6,1,22,9.1,31,18,.
2015,"Clearlake, CA",.,.,.,.,0.07,0.058,.,.,.,7,3.8,19,9,.
2015,"Cleveland, MS",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2015,"Cleveland-Elyria, OH",5.8,2.9,50,13,0.08,0.074,89,31,3,27,13.3,86,42,0.03
2015,"Clinton, IA",.,.,.,.,0.07,0.061,33,14,1,25,9.7,.,.,.
2015,"Coco, PR",.,.,.,.,.,.,44,8,0,.,.,.,.,.
2015,"Colorado Springs, CO",3.1,1.7,.,.,0.07,0.067,53,12,3,21,5.3,40,17,.
2015,"Columbia, MO",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2015,"Columbia, SC",1.1,0.8,.,.,0.08,0.062,.,.,.,.,.,53,15,0
2015,"Columbus, GA-AL",.,.,.,.,0.08,0.062,.,.,.,21,9.9,.,.,0.05
2015,"Columbus, IN",.,.,20,3,0.08,0.066,15,4,1,21,9.6,.,.,.
2015,"Columbus, OH",2.1,1.5,48,12,0.08,0.071,6,2,0,24,10.9,.,.,0.01
2015,"Concord, NH",.,.,.,.,0.07,0.062,17,7,1,.,.,.,.,.
2015,"Cookeville, TN",.,.,.,.,.,.,.,.,.,15,7.5,.,.,.
2015,"Corning, NY",0.2,0.2,.,.,0.06,0.059,9,4,0,15,6.2,.,.,.
2015,"Corpus Christi, TX",.,.,.,.,0.08,0.065,4,2,0,23,10.1,53,23,.
2015,"Corsicana, TX",.,.,22,2,0.08,0.064,46,8,1,.,.,.,.,.
2015,"Crestview-Fort Walton Beach-Destin, FL",.,.,.,.,0.07,0.059,.,.,.,.,.,62,15,.
2015,"Cullowhee, NC",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2015,"Dallas-Fort Worth-Arlington, TX",1.7,1.5,46,10,0.11,0.088,8,3,0,19,9.3,43,17,0.01
2015,"Dalton, GA",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2015,"Daphne-Fairhope-Foley, AL",.,.,.,.,0.07,0.063,.,.,.,18,8.6,.,.,.
2015,"Davenport-Moline-Rock Island, IA-IL",1.2,0.8,41,6,0.07,0.063,7,3,1,27,9.9,114,42,.
2015,"Dayton, OH",1.6,1.1,.,.,0.08,0.071,25,5,1,22,10.3,41,19,.
2015,"Decatur, AL",.,.,.,.,0.07,0.063,.,.,.,17,8.8,.,.,.
2015,"Decatur, IL",.,.,.,.,0.07,0.066,39,15,2,16,8.7,.,.,0.04
2015,"Deltona-Daytona Beach-Ormond Beach, FL",.,.,.,.,0.06,0.058,.,.,.,13,5.8,39,14,.
2015,"Denver-Aurora-Lakewood, CO",2.8,2,72,27,0.12,0.081,16,5,1,26,9.9,61,27,.
2015,"Des Moines-West Des Moines, IA",1.3,0.7,37,8,0.07,0.059,2,1,0,18,7.6,45,19,.
2015,"Detroit-Warren-Dearborn, MI",2.4,1.7,50,18,0.09,0.075,76,21,2,32,11.7,139,29,0.05
2015,"Dickinson, ND",.,.,.,.,0.07,0.064,6,3,1,33,5.7,.,.,.
2015,"Dothan, AL",.,.,.,.,0.07,0.061,.,.,.,15,7.3,.,.,.
2015,"Dover, DE",.,.,.,.,0.08,0.066,.,.,.,22,8,.,.,.
2015,"DuBois, PA",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2015,"Duluth, MN-WI",.,.,.,.,0.07,0.06,.,.,.,18,6.5,67,24,0
2015,"Durango, CO",0.8,0.7,25,4,0.08,0.068,.,.,.,7,3.4,.,.,.
2015,"Durham-Chapel Hill, NC",.,.,.,.,0.08,0.061,10,3,0,14,7.8,.,.,.
2015,"Dyersburg, TN",.,.,.,.,.,.,.,.,.,14,7.5,.,.,.
2015,"East Stroudsburg, PA",.,.,.,.,0.08,0.067,.,.,.,20,7.7,.,.,.
2015,"Eau Claire, WI",.,.,.,.,0.07,0.059,.,.,.,17,6.9,.,.,.
2015,"Effingham, IL",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2015,"El Centro, CA",4.9,3.9,60,11,0.1,0.077,8,3,1,37,13.1,225,47,.
2015,"El Dorado, AR",.,.,.,.,.,.,20,5,2,21,8.7,.,.,.
2015,"Elizabethtown-Fort Knox, KY",.,.,.,.,0.08,0.066,.,.,.,24,9.5,.,.,.
2015,"Elkhart-Goshen, IN",.,.,.,.,0.07,0.058,.,.,.,29,10.3,.,.,.
2015,"Elko, NV",.,.,.,.,.,.,.,.,.,.,.,86,25,.
2015,"El Paso, TX",4.3,2.8,59,14,0.1,0.072,10,3,1,21,8.6,63,25,0.01
2015,"Erie, PA",1.4,0.8,43,6,0.08,0.066,17,8,1,.,.,32,12,.
2015,"Espa¤ola, NM",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2015,"Eugene, OR",.,.,.,.,0.09,0.071,.,.,.,55,8.9,52,17,.
2015,"Eureka-Arcata-Fortuna, CA",1.5,0.9,.,3,0.05,0.047,1,1,0,17,5.9,49,18,.
2015,"Evanston, WY",.,.,12,2,0.08,0.066,.,.,.,.,.,55,9,.
2015,"Evansville, IN-KY",2.1,1.2,35,8,0.08,0.072,59,15,3,24,11.1,33,17,.
2015,"Fairbanks, AK",4.5,2.4,68,13,0.06,0.045,34,26,7,112,21.4,229,23,.
2015,"Fairmont, WV",.,.,.,.,.,.,.,.,.,19,9.5,.,.,.
2015,"Fallon, NV",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2015,"Fargo, ND-MN",0.8,0.7,31,4,0.06,0.057,2,1,0,20,7.2,75,17,.
2015,"Farmington, MO",.,.,.,.,.,.,.,.,.,.,.,.,.,0.03
2015,"Farmington, NM",.,.,37,11,0.08,0.068,2,2,0,13,3.4,.,.,.
2015,"Fayetteville, NC",.,.,.,.,0.07,0.062,.,.,.,14,7.8,24,11,.
2015,"Fayetteville-Springdale-Rogers, AR-MO",.,.,.,.,0.07,0.064,.,.,.,17,7.8,.,.,.
2015,"Fernley, NV",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2015,"Flagstaff, AZ",.,.,.,.,0.08,0.07,.,.,.,.,.,.,.,.
2015,"Flint, MI",.,.,.,.,0.08,0.067,.,.,.,22,8.2,.,.,.
2015,"Florence, SC",.,.,.,.,0.07,0.061,.,.,.,17,8.2,.,.,.
2015,"Florence-Muscle Shoals, AL",.,.,.,.,0.07,0.057,.,.,.,16,8.7,.,.,.
2015,"Fond du Lac, WI",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2015,"Fort Collins, CO",4.5,1.4,.,.,0.09,0.075,.,.,.,24,6.1,47,18,.
2015,"Fort Madison-Keokuk, IA-IL-MO",.,.,.,.,.,.,.,.,.,24,8.7,.,.,.
2015,"Fort Payne, AL",.,.,.,.,0.07,0.065,.,.,.,19,9,.,.,.
2015,"Fort Smith, AR-OK",.,.,31,5,0.07,0.062,.,.,.,16,7.8,.,.,.
2015,"Fort Wayne, IN",.,.,25,4,0.07,0.062,12,4,1,28,10.6,.,.,.
2015,"Fresno, CA",2.3,1.7,43,11,0.12,0.093,7,2,1,57,16,103,39,0.01
2015,"Gadsden, AL",.,.,.,.,0.07,0.06,.,.,.,18,9.1,.,.,.
2015,"Gaffney, SC",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2015,"Gainesville, FL",.,.,.,.,0.07,0.056,.,.,.,13,5.9,.,.,.
2015,"Gainesville, GA",.,.,.,.,.,.,.,.,.,18,7.9,.,.,.
2015,"Gettysburg, PA",0.7,0.5,18,2,0.07,0.067,11,4,0,24,9.9,.,.,.
2015,"Gillette, WY",.,.,41,7,0.07,0.062,16,5,1,21,5,130,31,.
2015,"Glenwood Springs, CO",.,.,.,5,0.08,0.07,.,.,.,.,.,36,17,.
2015,"Grand Island, NE",.,.,.,.,.,.,.,.,.,15,6.2,.,.,.
2015,"Grand Junction, CO",1.4,0.9,.,.,0.08,0.065,.,.,.,21,6.8,34,15,.
2015,"Grand Rapids-Wyoming, MI",1.6,1.2,.,.,0.08,0.067,33,11,1,26,10.4,29,17,0.01
2015,"Grants Pass, OR",.,.,.,.,.,.,.,.,.,18,8.3,.,.,.
2015,"Greeley, CO",.,1.6,.,.,0.09,0.073,.,.,.,.,.,.,.,.
2015,"Green Bay, WI",.,.,.,.,0.08,0.07,69,10,1,22,8,.,.,.
2015,"Greenfield Town, MA",.,.,.,.,0.08,0.064,.,.,.,16,6.8,.,.,.
2015,"Greensboro-High Point, NC",.,.,.,.,0.09,0.066,.,.,.,15,8.2,21,12,.
2015,"Greenville, NC",.,.,.,.,0.07,0.06,.,.,.,15,7,.,.,.
2015,"Greenville-Anderson-Mauldin, SC",.,.,.,9,0.08,0.067,.,.,.,.,.,.,.,.
2015,"Greenwood, SC",.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,"Grenada, MS",.,.,.,.,.,.,.,.,.,14,6.5,.,.,.
2015,"Gulfport-Biloxi-Pascagoula, MS",.,.,30,4,0.08,0.067,24,3,0,19,9,.,.,.
2015,"Hagerstown-Martinsburg, MD-WV",.,.,.,.,0.08,0.067,.,.,.,29,10.9,.,.,.
2015,"Hammond, LA",.,.,.,.,.,.,.,.,.,17,7.4,.,.,.
2015,"Hanford-Corcoran, CA",.,.,41,9,0.11,0.085,.,.,.,51,16.5,101,44,.
2015,"Harrisburg-Carlisle, PA",.,.,.,.,0.08,0.068,.,.,.,31,12.2,.,.,.
2015,"Harrison, AR",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2015,"Harrisonburg, VA",.,.,42,8,0.07,0.06,3,2,0,23,8.3,.,.,.
2015,"Hartford-West Hartford-East Hartford, CT",1.8,1.3,51,15,0.1,0.078,5,3,0,24,9.9,62,19,.
2015,"Hattiesburg, MS",.,.,.,.,.,.,.,.,.,19,9.9,.,.,.
2015,"Helena, MT",1,0.9,.,.,0.06,0.058,2,1,0,51,9.9,.,.,.
2015,"Hermiston-Pendleton, OR",.,.,.,.,0.08,0.07,.,.,.,.,.,.,.,.
2015,"Hickory-Lenoir-Morganton, NC",.,.,.,.,0.07,0.065,.,.,.,21,9.6,.,.,.
2015,"Hilo, HI",.,.,.,.,.,.,1377,205,26,23,12.9,.,.,.
2015,"Hobbs, NM",.,.,.,5,0.08,0.067,.,.,.,.,.,.,.,.
2015,"Holland, MI",.,.,.,.,0.09,0.072,.,.,.,21,7.9,.,.,.
2015,"Homosassa Springs, FL",.,.,.,.,.,.,90,19,2,16,5.9,.,.,.
2015,"Hot Springs, AR",.,.,.,.,.,.,.,.,.,20,9.8,.,.,.
2015,"Houma-Thibodaux, LA",.,.,.,.,0.08,0.064,.,.,.,16,6.9,.,.,.
2015,"Houston-The Woodlands-Sugar Land, TX",1.6,1.7,54,13,0.14,0.095,29,13,1,25,11.8,114,41,0
2015,"Huntington, IN",.,.,.,.,0.06,0.054,.,.,.,.,.,.,.,.
2015,"Huntington-Ashland, WV-KY-OH",.,.,35,6,0.08,0.069,16,5,1,27,10.9,57,25,0.01
2015,"Huntsville, AL",.,.,.,.,0.07,0.063,.,.,.,19,8.6,52,22,.
2015,"Idaho Falls, ID",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2015,"Indiana, PA",.,.,.,.,0.08,0.073,73,22,3,.,.,.,.,0.01
2015,"Indianapolis-Carmel-Anderson, IN",3.6,2.5,48,15,0.08,0.069,56,18,2,24,12,60,28,0.02
2015,"Ionia, MI",.,.,.,.,.,.,.,.,.,.,.,.,.,0.04
2015,"Iowa City, IA",.,.,.,.,.,.,.,.,.,21,8.4,52,19,.
2015,"Ithaca, NY",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2015,"Jackson, MS",1.8,1.5,.,.,0.07,0.063,12,3,1,18,9.4,.,.,.
2015,"Jackson, TN",.,.,.,.,.,.,.,.,.,15,7.7,.,.,.
2015,"Jackson, WY-ID",0.7,0.4,.,.,0.07,0.062,.,.,.,15,4.8,63,15,.
2015,"Jacksonville, FL",2,1.4,43,11,0.07,0.058,57,14,1,16,7.7,.,.,.
2015,"Jamestown, ND",.,.,.,.,.,.,20,5,0,.,.,108,18,.
2015,"Jamestown-Dunkirk-Fredonia, NY",.,.,.,.,0.09,0.071,21,7,1,18,7.9,.,.,.
2015,"Janesville-Beloit, WI",.,.,.,.,0.08,0.064,.,.,.,.,.,.,.,.
2015,"Jasper, IN",.,.,.,.,.,.,74,14,2,23,9.7,33,16,.
2015,"Jefferson City, MO",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2015,"Johnstown, PA",1.5,1.1,.,9,0.08,0.065,34,12,2,27,11.7,43,17,.
2015,"Joplin, MO",.,.,.,.,0.07,0.061,.,.,.,.,.,121,28,.
2015,"Juneau, AK",.,.,.,.,.,.,.,.,.,21,6.6,.,.,.
2015,"Kahului-Wailuku-Lahaina, HI",.,.,.,.,.,.,.,.,.,15,5.4,.,.,.
2015,"Kalamazoo-Portage, MI",.,.,.,.,0.07,0.067,.,.,.,22,9.3,.,.,.
2015,"Kalispell, MT",.,.,.,.,0.06,0.057,.,.,.,86,11.2,139,31,.
2015,"Kansas City, MO-KS",1.8,1.2,52,13,0.09,0.068,142,49,5,22,9.1,127,33,0.01
2015,"Kapaa, HI",.,.,.,2,.,.,14,5,0,10,3.2,.,.,.
2015,"Keene, NH",.,.,.,.,0.07,0.059,.,.,.,23,8.7,.,.,.
2015,"Kennewick-Richland, WA",.,.,.,.,.,.,.,.,.,.,.,332,22,.
2015,"Killeen-Temple, TX",.,.,.,.,0.08,0.072,.,.,.,.,.,.,.,.
2015,"Kingsport-Bristol-Bristol, TN-VA",1.4,1,39,8,0.08,0.066,98,22,5,14,7.7,.,.,.
2015,"Kinston, NC",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2015,"Klamath Falls, OR",.,.,.,.,.,.,.,.,.,44,10.3,.,.,.
2015,"Knoxville, TN",0.3,0.3,.,.,0.08,0.069,7,4,3,20,10.2,105,34,0.06
2015,"Kokomo, IN",.,.,.,.,.,.,.,.,.,26,12.5,.,.,.
2015,"Laconia, NH",.,.,.,.,0.07,0.055,.,.,.,12,5.1,.,.,.
2015,"La Crosse-Onalaska, WI-MN",.,.,.,.,0.07,0.061,.,.,.,21,7.6,.,.,.
2015,"Lafayette, LA",.,.,.,.,0.07,0.067,.,.,.,14,7.5,66,20,.
2015,"Lafayette-West Lafayette, IN",.,.,.,.,0.07,0.064,.,.,.,22,9.2,.,.,.
2015,"La Grande, OR",.,.,.,.,.,.,.,.,.,.,.,40,13,.
2015,"Lake Charles, LA",.,.,37,6,0.09,0.072,33,7,1,15,7.3,.,.,.
2015,"Lake City, FL",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2015,"Lake Havasu City-Kingman, AZ",.,.,.,.,.,.,.,.,.,.,.,68,19,.
2015,"Lakeland-Winter Haven, FL",.,.,.,.,0.07,0.064,.,.,.,13,6.1,40,14,.
2015,"Lancaster, PA",.,.,46,9,0.08,0.071,.,.,.,34,12.4,39,15,0.23
2015,"Lansing-East Lansing, MI",.,.,.,7,0.07,0.064,13,4,1,25,8.6,.,.,.
2015,"Laramie, WY",.,.,.,.,0.07,0.064,.,.,.,18,4.3,100,23,.
2015,"Laredo, TX",3.5,2.2,.,.,0.06,0.056,.,.,.,.,.,56,24,0.01
2015,"Las Cruces, NM",.,.,45,7,0.09,0.074,.,.,.,21,9.8,191,34,.
2015,"Las Vegas-Henderson-Paradise, NV",3.2,2.6,53,15,0.09,0.076,7,4,1,26,9.8,87,25,0.01
2015,"Lawrenceburg, TN",.,.,.,.,.,.,.,.,.,15,7.3,.,.,.
2015,"Lawton, OK",.,.,.,.,0.08,0.066,.,.,.,16,7.6,.,.,.
2015,"Lebanon, PA",.,.,.,.,0.09,0.074,.,.,.,.,.,.,.,.
2015,"Lewisburg, PA",.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,"Lewiston-Auburn, ME",.,.,.,.,0.08,0.058,.,.,.,19,8.1,38,15,.
2015,"Lexington, NE",.,.,.,.,.,.,.,.,.,.,.,48,21,.
2015,"Lexington-Fayette, KY",.,.,41,7,0.09,0.071,10,3,0,19,8.6,57,16,.
2015,"Lima, OH",.,.,.,.,0.08,0.064,10,3,0,.,.,.,.,.
2015,"Lincoln, NE",.,.,.,.,0.07,0.061,.,.,.,22,7,.,.,.
2015,"Little Rock-North Little Rock-Conway, AR",1.2,1,45,9,0.09,0.065,23,8,1,22,10.9,47,21,.
2015,"Logan, UT-ID",.,.,.,11,0.08,0.067,.,.,.,29,7.4,.,.,.
2015,"Longview, TX",.,.,23,4,0.09,0.068,30,5,1,.,.,.,.,.
2015,"Los Angeles-Long Beach-Anaheim, CA",4.3,3,66,25,0.13,0.1,7,2,0,42,12.6,95,37,0.04
2015,"Louisville/Jefferson County, KY-IN",1.7,1.4,.,16,0.1,0.076,54,13,3,31,11.2,51,21,.
2015,"Ludington, MI",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,.
2015,"Lynchburg, VA",.,.,.,.,.,.,.,.,.,15,7.1,.,.,0.01
2015,"Macon, GA",.,.,.,.,0.08,0.062,8,3,1,21,10.1,.,.,.
2015,"Madera, CA",5.4,1.7,.,6,0.1,0.083,.,.,.,44,13.9,111,32,.
2015,"Madison, WI",.,.,.,.,0.07,0.064,3,1,0,23,8.6,34,16,.
2015,"Malone, NY",.,.,.,3,0.08,0.071,3,23,0,.,.,.,.,.
2015,"Manchester-Nashua, NH",0.5,0.3,.,.,0.08,0.066,.,.,.,16,6.8,.,.,.
2015,"Manitowoc, WI",.,.,.,.,0.09,0.077,.,.,.,.,.,.,.,.
2015,"Marietta, OH",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,0
2015,"Marion, NC",.,.,.,.,.,.,.,.,.,17,8.3,.,.,.
2015,"Marion, OH",.,.,.,.,.,.,.,.,.,.,.,.,.,0.03
2015,"Marshall, MN",.,.,.,.,.,.,.,.,.,21,5.6,.,.,.
2015,"Marshall, TX",.,.,18,2,0.07,0.062,.,.,.,16,8.8,30,15,.
2015,"Mason City, IA",.,.,.,.,.,.,.,.,.,.,.,64,20,.
2015,"McAlester, OK",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2015,"McAllen-Edinburg-Mission, TX",.,.,.,.,0.07,0.058,.,.,.,23,10.1,59,27,.
2015,"Medford, OR",.,.,.,.,0.09,0.069,.,.,.,46,12.1,51,16,.
2015,"Memphis, TN-MS-AR",4.4,2,41,11,0.09,0.066,.,.,.,18,8.8,47,21,0
2015,"Merced, CA",.,.,.,7,0.1,0.083,.,.,.,40,12.7,64,30,.
2015,"Meridian, MS",.,.,.,.,0.06,0.056,.,.,.,.,.,.,.,.
2015,"Miami, OK",.,.,.,.,0.06,0.056,.,.,.,.,.,74,18,0.02
2015,"Miami-Fort Lauderdale-West Palm Beach, FL",3,1.1,39,9,0.08,0.063,2,1,0,16,6.9,66,11,.
2015,"Michigan City-La Porte, IN",.,.,.,.,0.09,0.067,.,.,.,24,9.1,.,.,.
2015,"Middlesborough, KY",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2015,"Milwaukee-Waukesha-West Allis, WI",1.1,0.7,46,15,0.09,0.071,13,4,1,28,9.6,44,14,.
2015,"Minneapolis-St. Paul-Bloomington, MN-WI",2.3,1.7,48,14,0.08,0.064,12,6,1,21,8.4,173,35,0.13
2015,"Missoula, MT",.,.,.,.,0.06,0.055,.,.,.,67,12.2,180,23,.
2015,"Mobile, AL",.,.,.,.,0.08,0.063,.,.,.,19,8.4,.,.,.
2015,"Modesto, CA",2.7,1.5,36,9,0.1,0.085,.,.,.,47,14.2,75,32,.
2015,"Monroe, LA",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2015,"Monroe, MI",.,.,.,.,.,.,.,.,.,26,9.3,.,.,.
2015,"Montgomery, AL",.,.,.,.,0.08,0.063,.,.,.,19,9.1,.,.,.
2015,"Morehead City, NC",.,.,.,.,0.06,0.058,.,.,.,.,.,.,.,.
2015,"Morgantown, WV",.,.,.,.,0.08,0.069,16,7,1,20,8.2,.,.,.
2015,"Morristown, TN",.,.,.,.,0.09,0.07,.,.,.,.,.,.,.,.
2015,"Mount Vernon, IL",.,.,.,.,0.07,0.064,.,.,.,22,8.2,.,.,.
2015,"Mount Vernon, OH",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2015,"Mount Vernon-Anacortes, WA",.,.,22,5,0.06,0.05,.,.,.,14,6.7,.,.,.
2015,"Muncie, IN",.,.,.,.,0.06,0.058,.,.,.,18,9,.,.,0.11
2015,"Muscatine, IA",.,.,.,.,.,.,116,38,3,27,9.3,55,19,.
2015,"Muskegon, MI",.,.,.,.,0.09,0.074,.,.,.,.,.,.,.,.
2015,"Muskogee, OK",.,.,.,.,.,.,35,8,2,.,.,.,.,.
2015,"Napa, CA",2.3,1.5,33,8,0.08,0.066,.,.,.,30,10.6,45,18,.
2015,"Naples-Immokalee-Marco Island, FL",.,.,.,.,0.06,0.057,.,.,.,.,.,.,.,.
2015,"Nashville-Davidson--Murfreesboro--Franklin, TN",1.7,1.4,55,15,0.08,0.067,7,3,0,20,9.8,45,20,.
2015,"New Castle, IN",.,.,.,.,.,.,.,.,.,18,8.1,.,.,.
2015,"New Castle, PA",.,.,.,.,0.08,0.069,29,6,1,.,.,.,.,0.02
2015,"New Haven-Milford, CT",1.6,1.3,55,14,0.11,0.081,6,3,1,24,9.3,38,15,.
2015,"New Orleans-Metairie, LA",2.7,2.3,49,10,0.08,0.068,82,23,3,22,9.2,65,19,0.01
2015,"New York-Newark-Jersey City, NY-NJ-PA",2.7,1.9,68,22,0.1,0.079,15,7,2,29,11.4,44,20,0.03
2015,"Niles-Benton Harbor, MI",.,.,.,.,0.09,0.072,.,.,.,19,8.1,.,.,.
2015,"Nogales, AZ",.,.,.,.,.,.,.,.,.,27,9,.,.,.
2015,"North Port-Sarasota-Bradenton, FL",.,.,12,2,0.08,0.065,8,3,1,19,5.9,50,16,.
2015,"Norwich-New London, CT",.,.,.,.,0.1,0.077,.,.,.,19,7.3,.,.,.
2015,"Ocala, FL",.,.,.,.,0.06,0.058,.,.,.,.,.,.,.,.
2015,"Ogden-Clearfield, UT",2.6,1.7,.,15,0.09,0.074,.,.,.,32,6.5,.,.,.
2015,"Oklahoma City, OK",2.9,0.9,43,7,0.08,0.068,3,1,0,18,8.3,59,19,.
2015,"Olympia-Tumwater, WA",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2015,"Omaha-Council Bluffs, NE-IA",2.2,1.7,.,.,0.08,0.064,57,17,1,22,9.2,111,31,0.07
2015,"Orlando-Kissimmee-Sanford, FL",1.5,1.2,25,4,0.08,0.061,3,1,0,20,6.3,43,13,.
2015,"Ottawa-Peru, IL",.,.,.,.,.,.,7,3,1,.,.,.,.,.
