,Lat,Lon,City,Operator,Date
300,39.3214,-76.574,"Baltimore, MD",Lime,2021-05-17
301,39.2873,-76.5741,"Baltimore, MD",Lime,2021-05-17
302,39.2813,-76.5742,"Baltimore, MD",Lime,2021-05-17
303,39.2855,-76.5744,"Baltimore, MD",Lime,2021-05-17
304,39.2778,-76.5752,"Baltimore, MD",Lime,2021-05-17
305,39.2791,-76.5754,"Baltimore, MD",Lime,2021-05-17
306,39.2791,-76.5755,"Baltimore, MD",Lime,2021-05-17
307,39.2922,-76.5803,"Baltimore, MD",Lime,2021-05-17
308,39.283,-76.5819,"Baltimore, MD",Lime,2021-05-17
309,39.2825,-76.5835,"Baltimore, MD",Lime,2021-05-17
310,39.3062,-76.5852,"Baltimore, MD",Lime,2021-05-17
311,39.2693,-76.5878,"Baltimore, MD",Lime,2021-05-17
312,39.2702,-76.589,"Baltimore, MD",Lime,2021-05-17
313,39.2713,-76.5895,"Baltimore, MD",Lime,2021-05-17
314,39.2755,-76.59,"Baltimore, MD",Lime,2021-05-17
315,39.2746,-76.5905,"Baltimore, MD",Lime,2021-05-17
316,39.271,-76.5908,"Baltimore, MD",Lime,2021-05-17
317,39.2728,-76.5915,"Baltimore, MD",Lime,2021-05-17
318,39.2722,-76.5917,"Baltimore, MD",Lime,2021-05-17
319,39.2672,-76.5917,"Baltimore, MD",Lime,2021-05-17
320,39.2673,-76.5923,"Baltimore, MD",Lime,2021-05-17
321,39.2813,-76.5946,"Baltimore, MD",Lime,2021-05-17
322,39.2813,-76.5946,"Baltimore, MD",Lime,2021-05-17
323,39.2812,-76.5946,"Baltimore, MD",Lime,2021-05-17
324,39.2797,-76.5964,"Baltimore, MD",Lime,2021-05-17
325,39.2815,-76.5967,"Baltimore, MD",Lime,2021-05-17
326,39.272,-76.5978,"Baltimore, MD",Lime,2021-05-17
327,39.2792,-76.5979,"Baltimore, MD",Lime,2021-05-17
328,39.272,-76.5979,"Baltimore, MD",Lime,2021-05-17
329,39.2792,-76.5979,"Baltimore, MD",Lime,2021-05-17
330,39.2685,-76.5987,"Baltimore, MD",Lime,2021-05-17
331,39.2836,-76.6004,"Baltimore, MD",Lime,2021-05-17
332,39.3327,-76.602,"Baltimore, MD",Lime,2021-05-17
333,39.3297,-76.6028,"Baltimore, MD",Lime,2021-05-17
334,39.2777,-76.6062,"Baltimore, MD",Lime,2021-05-17
335,39.2784,-76.6071,"Baltimore, MD",Lime,2021-05-17
336,39.2784,-76.6072,"Baltimore, MD",Lime,2021-05-17
337,39.2769,-76.6079,"Baltimore, MD",Lime,2021-05-17
338,39.2762,-76.6089,"Baltimore, MD",Lime,2021-05-17
339,39.3127,-76.6097,"Baltimore, MD",Lime,2021-05-17
340,39.2808,-76.6099,"Baltimore, MD",Lime,2021-05-17
341,39.2796,-76.6099,"Baltimore, MD",Lime,2021-05-17
342,39.2796,-76.6099,"Baltimore, MD",Lime,2021-05-17
343,39.3124,-76.61,"Baltimore, MD",Lime,2021-05-17
344,39.2765,-76.6112,"Baltimore, MD",Lime,2021-05-17
345,39.2811,-76.6115,"Baltimore, MD",Lime,2021-05-17
346,39.2876,-76.612,"Baltimore, MD",Lime,2021-05-17
347,39.2794,-76.6126,"Baltimore, MD",Lime,2021-05-17
348,39.3251,-76.6128,"Baltimore, MD",Lime,2021-05-17
349,39.277,-76.613,"Baltimore, MD",Lime,2021-05-17
350,39.2758,-76.6138,"Baltimore, MD",Lime,2021-05-17
351,39.2777,-76.6145,"Baltimore, MD",Lime,2021-05-17
352,39.3133,-76.6146,"Baltimore, MD",Lime,2021-05-17
353,39.3216,-76.6156,"Baltimore, MD",Lime,2021-05-17
354,39.3159,-76.6168,"Baltimore, MD",Lime,2021-05-17
355,39.324,-76.6173,"Baltimore, MD",Lime,2021-05-17
356,39.277,-76.6173,"Baltimore, MD",Lime,2021-05-17
357,39.3193,-76.6185,"Baltimore, MD",Lime,2021-05-17
358,39.3098,-76.6186,"Baltimore, MD",Lime,2021-05-17
359,39.2769,-76.6193,"Baltimore, MD",Lime,2021-05-17
360,39.277,-76.6194,"Baltimore, MD",Lime,2021-05-17
361,39.3206,-76.62,"Baltimore, MD",Lime,2021-05-17
362,39.3073,-76.6213,"Baltimore, MD",Lime,2021-05-17
363,39.3057,-76.622,"Baltimore, MD",Lime,2021-05-17
364,39.3637,-76.5398,"Baltimore, MD",Lime,2021-05-17
365,39.3131,-76.5411,"Baltimore, MD",Lime,2021-05-17
366,39.3208,-76.5524,"Baltimore, MD",Lime,2021-05-17
367,39.3549,-76.5547,"Baltimore, MD",Lime,2021-05-17
368,39.287,-76.5577,"Baltimore, MD",Lime,2021-05-17
369,39.2873,-76.558,"Baltimore, MD",Lime,2021-05-17
370,39.2858,-76.5581,"Baltimore, MD",Lime,2021-05-17
371,39.352,-76.5619,"Baltimore, MD",Lime,2021-05-17
372,39.3529,-76.5623,"Baltimore, MD",Lime,2021-05-17
373,39.3533,-76.5627,"Baltimore, MD",Lime,2021-05-17
374,39.2853,-76.5643,"Baltimore, MD",Lime,2021-05-17
375,39.2827,-76.5648,"Baltimore, MD",Lime,2021-05-17
376,39.3467,-76.5664,"Baltimore, MD",Lime,2021-05-17
377,39.2826,-76.5672,"Baltimore, MD",Lime,2021-05-17
378,39.2825,-76.5673,"Baltimore, MD",Lime,2021-05-17
379,39.2909,-76.5678,"Baltimore, MD",Lime,2021-05-17
380,39.3181,-76.5678,"Baltimore, MD",Lime,2021-05-17
381,39.2788,-76.5688,"Baltimore, MD",Lime,2021-05-17
382,39.285,-76.5689,"Baltimore, MD",Lime,2021-05-17
383,39.2825,-76.5691,"Baltimore, MD",Lime,2021-05-17
384,39.2903,-76.5692,"Baltimore, MD",Lime,2021-05-17
385,39.283,-76.5697,"Baltimore, MD",Lime,2021-05-17
386,39.2824,-76.5708,"Baltimore, MD",Lime,2021-05-17
387,39.3249,-76.5711,"Baltimore, MD",Lime,2021-05-17
388,39.2927,-76.5716,"Baltimore, MD",Lime,2021-05-17
389,39.2875,-76.5717,"Baltimore, MD",Lime,2021-05-17
390,39.2959,-76.5723,"Baltimore, MD",Lime,2021-05-17
391,39.2932,-76.5724,"Baltimore, MD",Lime,2021-05-17
392,39.304,-76.5729,"Baltimore, MD",Lime,2021-05-17
393,39.2843,-76.5737,"Baltimore, MD",Lime,2021-05-17
394,39.2844,-76.5737,"Baltimore, MD",Lime,2021-05-17
395,39.2812,-76.574,"Baltimore, MD",Lime,2021-05-17
396,39.2813,-76.574,"Baltimore, MD",Lime,2021-05-17
397,39.3213,-76.5741,"Baltimore, MD",Lime,2021-05-17
398,39.3213,-76.5741,"Baltimore, MD",Lime,2021-05-17
399,39.2813,-76.5742,"Baltimore, MD",Lime,2021-05-17
400,39.2991,-76.5748,"Baltimore, MD",Lime,2021-05-17
401,39.3204,-76.5748,"Baltimore, MD",Lime,2021-05-17
402,39.279,-76.5754,"Baltimore, MD",Lime,2021-05-17
403,39.2966,-76.5759,"Baltimore, MD",Lime,2021-05-17
404,39.316,-76.5767,"Baltimore, MD",Lime,2021-05-17
405,39.2814,-76.5769,"Baltimore, MD",Lime,2021-05-17
406,39.2967,-76.577,"Baltimore, MD",Lime,2021-05-17
407,39.3156,-76.5771,"Baltimore, MD",Lime,2021-05-17
408,39.2932,-76.5777,"Baltimore, MD",Lime,2021-05-17
409,39.2842,-76.5778,"Baltimore, MD",Lime,2021-05-17
410,39.2823,-76.5783,"Baltimore, MD",Lime,2021-05-17
411,39.296,-76.5785,"Baltimore, MD",Lime,2021-05-17
412,39.2963,-76.5787,"Baltimore, MD",Lime,2021-05-17
413,39.2952,-76.5801,"Baltimore, MD",Lime,2021-05-17
414,39.2831,-76.5804,"Baltimore, MD",Lime,2021-05-17
415,39.2831,-76.5806,"Baltimore, MD",Lime,2021-05-17
416,39.2832,-76.5806,"Baltimore, MD",Lime,2021-05-17
417,39.3314,-76.5814,"Baltimore, MD",Lime,2021-05-17
418,39.2841,-76.5815,"Baltimore, MD",Lime,2021-05-17
419,39.2981,-76.5815,"Baltimore, MD",Lime,2021-05-17
